Date,Output Volume
2014-11-28,982906.97660836
2014-11-29,1347867.16733914
2014-11-30,979126.21236173
2014-12-01,1000822.28989596
2014-12-02,1303916.62325269
2014-12-03,1389736.57830872
2014-12-04,1174463.39040149
2014-12-05,1099120.86844392
2014-12-06,1121190.28771837
2014-12-07,603638.24705813
2014-12-08,824220.84330092
2014-12-09,1656343.20244463
2014-12-10,1150353.64280379
2014-12-11,1322379.84542446
2014-12-12,817584.19661068
2014-12-13,960133.17158308
2014-12-14,690086.80265229
2014-12-15,631812.92027992
2014-12-16,881501.07630227
2014-12-17,993594.47268369
2014-12-18,1113522.71202716
2014-12-19,1142545.85251111
2014-12-20,881217.49218208
2014-12-21,711567.39209467
2014-12-22,967756.58937711
2014-12-23,994445.39720138
2014-12-24,1288281.56101835
2014-12-25,740386.67149416
2014-12-26,866083.6813171
2014-12-27,723107.03604199
2014-12-28,663110.37155534
2014-12-29,682609.65985307
2014-12-30,804630.4870007
2014-12-31,1072367.97386934
2015-01-01,943499.74870787
2015-01-02,479815.85218105
2015-01-03,746744.5015978
2015-01-04,888583.15424209
2015-01-05,1062949.44050463
2015-01-06,1141163.97533774
2015-01-07,1188814.67792987
2015-01-08,1272979.24397891
2015-01-09,1392784.85324563
2015-01-10,1262899.30636686
2015-01-11,968601.42124916
2015-01-12,1228792.26346037
2015-01-13,1033767.69641489
2015-01-14,1771469.00302265
2015-01-15,2442452.70962436
2015-01-16,2542205.1626193
2015-01-17,1955881.28819533
2015-01-18,1085864.9856585
2015-01-19,984249.55903689
2015-01-20,1017528.49782566
2015-01-21,1425647.14101997
2015-01-22,1392187.66053164
2015-01-23,1217252.73724591
2015-01-24,1036749.89670674
2015-01-25,1176880.38264768
2015-01-26,934492.89022341
2015-01-27,2129937.24866307
2015-01-28,1142810.08175711
2015-01-29,937080.35172843
2015-01-30,992229.64075593
2015-01-31,884092.47730469
2015-02-01,794443.9407691
2015-02-02,733670.09401113
2015-02-03,1024468.15131925
2015-02-04,1284772.53432132
2015-02-05,1183681.40115515
2015-02-06,1252522.89109283
2015-02-07,929733.50695478
2015-02-08,637101.49005633
2015-02-09,634114.67598361
2015-02-10,874135.87733225
2015-02-11,829092.33549621
2015-02-12,880954.7068786
2015-02-13,744953.72018072
2015-02-14,1029037.3140664
2015-02-15,739727.51721103
2015-02-16,704430.60372841
2015-02-17,719231.29989171
2015-02-18,804715.27615757
2015-02-19,837973.10116302
2015-02-20,705777.93322918
2015-02-21,799707.78380875
2015-02-22,607036.24213938
2015-02-23,468504.07639054
2015-02-24,871728.24945995
2015-02-25,704324.12640781
2015-02-26,816025.60851144
2015-02-27,1177697.04083096
2015-02-28,1485929.40104201
2015-03-01,618945.40856629
2015-03-02,1311140.54020223
2015-03-03,1922565.1066612
2015-03-04,1079465.86407717
2015-03-05,908568.82007411
2015-03-06,1054560.98995273
2015-03-07,820205.13025699
2015-03-08,1161135.04005148
2015-03-09,2258604.2615308
2015-03-10,1155366.09473423
2015-03-11,1089825.96792735
2015-03-12,893672.84418977
2015-03-13,1043271.53247344
2015-03-14,941752.22881567
2015-03-15,805940.32405565
2015-03-16,571167.08675146
2015-03-17,952648.16340841
2015-03-18,770620.26815174
2015-03-19,1541261.10931847
2015-03-20,1086723.45672033
2015-03-21,811245.40591705
2015-03-22,658665.95354062
2015-03-23,497884.25292049
2015-03-24,874306.81356858
2015-03-25,961796.72537874
2015-03-26,1078247.899533
2015-03-27,999333.30012645
2015-03-28,985255.46985167
2015-03-29,636541.84598043
2015-03-30,580592.53633086
2015-03-31,837810.64079878
2015-04-01,843282.80608299
2015-04-02,1092487.88254455
2015-04-03,772262.50662161
2015-04-04,764736.24736839
2015-04-05,429785.78264647
2015-04-06,468609.53009426
2015-04-07,726083.0482596
2015-04-08,830025.87250305
2015-04-09,903899.90744465
2015-04-10,884802.90854161
2015-04-11,999727.7339787
2015-04-12,621680.75007805
2015-04-13,485544.57385725
2015-04-14,959627.71335171
2015-04-15,962013.33084942
2015-04-16,816492.03234168
2015-04-17,1153033.64426329
2015-04-18,1135375.91533088
2015-04-19,773064.86051184
2015-04-20,1074943.50583091
2015-04-21,1265308.45706011
2015-04-22,1256368.97710506
2015-04-23,1311161.20409655
2015-04-24,1153493.14770126
2015-04-25,1216972.77741901
2015-04-26,956667.20604203
2015-04-27,1130047.20220102
2015-04-28,1305517.41223678
2015-04-29,1327229.34541635
2015-04-30,1276702.69121311
2015-05-01,1181861.37269644
2015-05-02,1254682.50683727
2015-05-03,792701.66448464
2015-05-04,812454.98095645
2015-05-05,1258629.59836675
2015-05-06,1212347.5438774
2015-05-07,1175935.51580285
2015-05-08,1291498.85960168
2015-05-09,1093515.11189678
2015-05-10,913377.41644193
2015-05-11,943223.92916064
2015-05-12,1162676.7306917
2015-05-13,1044562.78667563
2015-05-14,1138668.46016501
2015-05-15,1044477.63728563
2015-05-16,930700.52255927
2015-05-17,754266.0682805
2015-05-18,634621.63898603
2015-05-19,931354.4905879
2015-05-20,1239147.07692464
2015-05-21,1047070.89312385
2015-05-22,947358.06227106
2015-05-23,1329405.11110687
2015-05-24,925574.33984773
2015-05-25,707300.02699669
2015-05-26,953180.33475724
2015-05-27,1034949.19014139
2015-05-28,1134930.21078561
2015-05-29,1000406.06874071
2015-05-30,1097218.12766389
2015-05-31,900510.48974309
2015-06-01,942051.59547233
2015-06-02,1535566.71199862
2015-06-03,1401488.01677849
2015-06-04,1397026.68492028
2015-06-05,1210534.28738778
2015-06-06,1416271.77066867
2015-06-07,1092047.39184551
2015-06-08,959668.39544222
2015-06-09,1166629.48705039
2015-06-10,1275642.03861661
2015-06-11,1284482.34708128
2015-06-12,1258465.35989699
2015-06-13,1358412.21767531
2015-06-14,1060528.0663264
2015-06-15,1330620.73513755
2015-06-16,1483058.14567231
2015-06-17,1870546.38086728
2015-06-18,1877269.49726669
2015-06-19,1492051.68311586
2015-06-20,1855047.17980503
2015-06-21,1088358.38120104
2015-06-22,980691.92846256
2015-06-23,1105549.7391984
2015-06-24,1159626.0347423
2015-06-25,1154342.66322592
2015-06-26,956290.7790075
2015-06-27,1519200.51253833
2015-06-28,1242528.18926312
2015-06-29,836341.06092743
2015-06-30,1341960.46686603
2015-07-01,1657314.61814263
2015-07-02,1299787.74867707
2015-07-03,1347475.94062633
2015-07-04,1267859.77550014
2015-07-05,903706.19469405
2015-07-06,1146482.45328749
2015-07-07,1526067.75263694
2015-07-08,1264467.64311261
2015-07-09,1263264.07532996
2015-07-10,1378803.24006926
2015-07-11,1781327.28720095
2015-07-12,1271982.07305524
2015-07-13,1250999.90539981
2015-07-14,1400640.216012
2015-07-15,1345531.62658428
2015-07-16,1235609.74688361
2015-07-17,1415480.36140928
2015-07-18,1158234.70370245
2015-07-19,891903.94417799
2015-07-20,774725.53535123
2015-07-21,1011923.65825722
2015-07-22,1069809.04190322
2015-07-23,1058485.24697836
2015-07-24,1143158.64220029
2015-07-25,1211823.78709657
2015-07-26,772583.83805451
2015-07-27,605418.75024923
2015-07-28,1016506.3250352
2015-07-29,1242780.84007059
2015-07-30,1099743.30960522
2015-07-31,1053914.45103961
2015-08-01,1022086.33882608
2015-08-02,802583.38753373
2015-08-03,634404.20916151
2015-08-04,1069303.83007438
2015-08-05,1185699.82346725
2015-08-06,1238486.98046601
2015-08-07,1145608.7962191
2015-08-08,1176037.61473087
2015-08-09,1264005.44347131
2015-08-10,1248822.94141588
2015-08-11,1203871.35053163
2015-08-12,1192286.01091442
2015-08-13,1375362.73758096
2015-08-14,1474141.78406851
2015-08-15,1364456.36085477
2015-08-16,1051939.84451005
2015-08-17,1098879.21265403
2015-08-18,1652561.25958789
2015-08-19,1902530.33191596
2015-08-20,1483678.28028162
2015-08-21,1606671.5401326
2015-08-22,1441374.81286645
2015-08-23,1285625.31708785
2015-08-24,1045144.34545882
2015-08-25,2072911.96604748
2015-08-26,2091967.38110953
2015-08-27,1635749.40946959
2015-08-28,1466019.48536119
2015-08-29,1679926.60224167
2015-08-30,976140.80883814
2015-08-31,771006.87695717
2015-09-01,1303823.63447258
2015-09-02,1455988.57507087
2015-09-03,1419165.20876725
2015-09-04,1214461.44934182
2015-09-05,1115229.02545358
2015-09-06,954160.93357703
2015-09-07,955479.32515409
2015-09-08,1033061.67604977
2015-09-09,1448638.13795632
2015-09-10,1277143.06444134
2015-09-11,1373461.3424654
2015-09-12,1218096.98624358
2015-09-13,802154.71951937
2015-09-14,846894.63510129
2015-09-15,1289183.05702685
2015-09-16,1307315.5652911
2015-09-17,1480074.98266289
2015-09-18,1270456.41909153
2015-09-19,1319134.53163372
2015-09-20,1086516.59224547
2015-09-21,925688.6858686
2015-09-22,1610489.56472616
2015-09-23,1503565.70726618
2015-09-24,1285429.87141016
2015-09-25,1226252.87544871
2015-09-26,1366936.32145547
2015-09-27,1013041.45289493
2015-09-28,767222.56029177
2015-09-29,1474781.88303505
2015-09-30,1714050.94843774
2015-10-01,1428999.91344465
2015-10-02,1790422.08465533
2015-10-03,1559051.36205883
2015-10-04,968283.69451527
2015-10-05,866801.88981996
2015-10-06,1400673.64396891
2015-10-07,1750460.4170123
2015-10-08,1487969.10022641
2015-10-09,1972919.63254661
2015-10-10,1294174.02737195
2015-10-11,1180459.63394148
2015-10-12,992797.05219759
2015-10-13,1416488.31231016
2015-10-14,1704119.17458478
2015-10-15,1716657.8988925
2015-10-16,1952716.89653406
2015-10-17,1857349.52410158
2015-10-18,1562353.93562046
2015-10-19,1027030.20984177
2015-10-20,1499336.74102405
2015-10-21,1587672.44165074
2015-10-22,1365667.14521695
2015-10-23,1615937.81230531
2015-10-24,1413808.26893199
2015-10-25,1388947.34015417
2015-10-26,1426394.6636368
2015-10-27,1548031.01000646
2015-10-28,1832087.1983667
2015-10-29,2019091.33172505
2015-10-30,2365884.41303963
2015-10-31,2526333.52607707
2015-11-01,1871490.44642914
2015-11-02,1722774.78854612
2015-11-03,2606061.92370956
2015-11-04,6905303.8441129
2015-11-05,7884145.54763218
2015-11-06,3655814.76963757
2015-11-07,2803112.61426445
2015-11-08,2235676.15961595
2015-11-09,1994240.8933218
2015-11-10,3019901.23150931
2015-11-11,2934114.3736208
2015-11-12,3460292.65606898
2015-11-13,3040909.35800435
2015-11-14,2808007.14894803
2015-11-15,3080518.26760458
2015-11-16,2126002.46652355
2015-11-17,2693076.14880753
2015-11-18,1968123.52287206
2015-11-19,1841535.50594706
2015-11-20,1969786.30570529
2015-11-21,2248988.84050043
2015-11-22,1456917.07439348
2015-11-23,1142759.1061547
2015-11-24,1358031.25247652
2015-11-25,1445103.40027565
2015-11-26,1888635.42210639
2015-11-27,2113255.99470584
2015-11-28,2209938.68498304
2015-11-29,1918319.58317053
2015-11-30,1398828.07573447
2015-12-01,2501073.27075024
2015-12-02,2459918.97328509
2015-12-03,2733908.28232688
2015-12-04,2072272.95034138
2015-12-05,2655798.58137145
2015-12-06,5338608.38713775
2015-12-07,5049437.6170653
2015-12-08,3215880.19236891
2015-12-09,3067149.36185113
2015-12-10,3919142.76800174
2015-12-11,3221095.48497735
2015-12-12,3757772.0211675
2015-12-13,3405798.29617048
2015-12-14,5165150.69999672
2015-12-15,4851295.56419134
2015-12-16,4401226.13834909
2015-12-17,4434492.14757898
2015-12-18,4135186.48863623
2015-12-19,4088617.31055697
2015-12-20,3829295.67301379
2015-12-21,4003283.6739402
2015-12-22,5324136.23586064
2015-12-23,4753605.45918984
2015-12-24,4429274.56680163
2015-12-25,4773580.05260245
2015-12-26,3800624.4395656
2015-12-27,2676499.21308569
2015-12-28,1443592.19621272
2015-12-29,2182866.55817871
2015-12-30,2141815.60735725
2015-12-31,2288210.50252523
2016-01-01,1146452.43037196
2016-01-02,949127.28463957
2016-01-03,1021613.57697683
2016-01-04,916405.04605488
2016-01-05,1051027.49533499
2016-01-06,1400031.14366396
2016-01-07,1365620.68050157
2016-01-08,1570934.58260763
2016-01-09,1175053.05482653
2016-01-10,880183.56755426
2016-01-11,1134617.17281623
2016-01-12,1825558.42517134
2016-01-13,1296788.35160899
2016-01-14,1431427.08980846
2016-01-15,1209845.83417864
2016-01-16,1746780.56885607
2016-01-17,1461225.05239834
2016-01-18,10291094.96709585
2016-01-19,9483550.15986182
2016-01-20,9103095.32681798
2016-01-21,3707242.96030674
2016-01-22,5190867.14063067
2016-01-23,7838113.97939492
2016-01-24,29643574.16569686
2016-01-25,67367501.08054936
2016-01-26,17391828.64388361
2016-01-27,10485527.84020222
2016-01-28,14966499.37577373
2016-01-29,4874003.57681443
2016-01-30,7172869.51383658
2016-01-31,3412787.06914465
2016-02-01,1751457.81748482
2016-02-02,5742099.69608686
2016-02-03,3388306.42325116
2016-02-04,1556773.59048152
2016-02-05,2510347.78851827
2016-02-06,3444365.29324662
2016-02-07,3249220.01501765
2016-02-08,2993524.29389484
2016-02-09,2637451.99541331
2016-02-10,2208224.50590527
2016-02-11,2584741.38620181
2016-02-12,2694734.58440752
2016-02-13,2650057.25305777
2016-02-14,2582062.58357108
2016-02-15,2873326.48978313
2016-02-16,3875690.71618597
2016-02-17,3948455.31147359
2016-02-18,3960443.5294381
2016-02-19,3864450.48568095
2016-02-20,4788029.65131223
2016-02-21,4123827.50984321
2016-02-22,4250064.88888105
2016-02-23,4387421.55824699
2016-02-24,4055477.06130799
2016-02-25,3554439.94641014
2016-02-26,3135219.49918347
2016-02-27,3258891.24064326
2016-02-28,2507230.8222571
2016-02-29,8635228.57777317
2016-03-01,9876617.54115291
2016-03-02,10937595.1158259
2016-03-03,5659103.9653879
2016-03-04,3584192.44471148
2016-03-05,7352930.37300973
2016-03-06,19525998.92141347
2016-03-07,2004301.2048604
2016-03-08,2969694.08455434
2016-03-09,2239789.54639276
2016-03-10,2029159.34248647
2016-03-11,2479751.82986067
2016-03-12,2390170.29725468
2016-03-13,1828776.36073576
2016-03-14,1628591.7626956
2016-03-15,2350401.80732695
2016-03-16,3584870.74435604
2016-03-17,13144490.59617815
2016-03-18,7784604.81739185
2016-03-19,5224018.98092754
2016-03-20,2193560.78260569
2016-03-21,1741616.99072464
2016-03-22,2047860.05593709
2016-03-23,2217835.18258394
2016-03-24,2106946.04786382
2016-03-25,2309488.13466829
2016-03-26,2051935.05664575
2016-03-27,1502689.20014821
2016-03-28,1721300.58477503
2016-03-29,2127731.45536085
2016-03-30,2188887.56113151
2016-03-31,1990463.73876493
2016-04-01,2179244.63513066
2016-04-02,2096314.50737311
2016-04-03,1799396.46890187
2016-04-04,1505094.8433875
2016-04-05,2141402.5442223
2016-04-06,2275299.74748011
2016-04-07,2410737.58283955
2016-04-08,2808190.80407249
2016-04-09,2622794.78275363
2016-04-10,2243681.07733407
2016-04-11,2010739.31168889
2016-04-12,2622288.03753704
2016-04-13,3433926.45694668
2016-04-14,3229150.63987696
2016-04-15,2982424.04188268
2016-04-16,3841999.0821952
2016-04-17,2996936.4614071
2016-04-18,2661162.52518927
2016-04-19,4015517.43237984
2016-04-20,3712223.23548726
2016-04-21,3977264.41426684
2016-04-22,5115978.49200402
2016-04-23,5325331.7766966
2016-04-24,3274302.65419568
2016-04-25,2211393.41112745
2016-04-26,2734428.00255457
2016-04-27,2744439.06530368
2016-04-28,2594308.74116219
2016-04-29,2595901.00239431
2016-04-30,2522541.04170215
2016-05-01,1910155.32172785
2016-05-02,1825577.4356598
2016-05-03,2451622.38299039
2016-05-04,2249702.6179588
2016-05-05,2323168.42118034
2016-05-06,2146443.14811845
2016-05-07,2437525.35298347
2016-05-08,1769375.01963328
2016-05-09,1582553.56890056
2016-05-10,2093831.0292573
2016-05-11,2246390.83190451
2016-05-12,2508833.53827362
2016-05-13,2271678.46172581
2016-05-14,2529386.17180114
2016-05-15,1904912.23076682
2016-05-16,2106232.20641858
2016-05-17,2628832.12096403
2016-05-18,2783887.26005677
2016-05-19,2253583.69297532
2016-05-20,2454500.60947706
2016-05-21,2145269.81713647
2016-05-22,1530673.99207488
2016-05-23,1520479.39330424
2016-05-24,2171899.11897443
2016-05-25,2486780.16900818
2016-05-26,3333155.35376229
2016-05-27,3664498.40809159
2016-05-28,4129850.98469943
2016-05-29,3580190.45611195
2016-05-30,2903142.96014822
2016-05-31,2096751.67163031
2016-06-01,2571628.09892454
2016-06-02,2324891.29214904
2016-06-03,2350813.41850862
2016-06-04,1887487.35767346
2016-06-05,1485288.3790358
2016-06-06,1837211.18285652
2016-06-07,1968593.37615349
2016-06-08,2205395.55057844
2016-06-09,1959345.72545957
2016-06-10,2071737.0322711
2016-06-11,2274021.38144027
2016-06-12,1945313.83462314
2016-06-13,2901672.65726042
2016-06-14,2667782.99956398
2016-06-15,2325413.77712119
2016-06-16,2355672.12614596
2016-06-17,2813612.87256913
2016-06-18,2686493.5775915
2016-06-19,2379706.46164505
2016-06-20,1957125.22874465
2016-06-21,2662895.72178354
2016-06-22,2894525.63698977
2016-06-23,2796216.63777008
2016-06-24,2987104.58001093
2016-06-25,2794830.64376977
2016-06-26,2126842.01907234
2016-06-27,1779088.8358597
2016-06-28,2215422.61682571
2016-06-29,1829051.25228402
2016-06-30,2016917.74230949
2016-07-01,2043172.8659093
2016-07-02,2026767.14224218
2016-07-03,2111671.43711282
2016-07-04,1778568.82628891
2016-07-05,2607961.97461178
2016-07-06,2022063.19204396
2016-07-07,2105723.87680539
2016-07-08,2802175.3671225
2016-07-09,2255444.82507113
2016-07-10,1872300.0756333
2016-07-11,1507147.63602595
2016-07-12,2230410.44120229
2016-07-13,2318761.94064744
2016-07-14,2301401.86527017
2016-07-15,2124452.86983913
2016-07-16,3293840.51927322
2016-07-17,1992017.78287933
2016-07-18,2019978.04444841
2016-07-19,2240645.89940904
2016-07-20,2545499.80772578
2016-07-21,2432135.31411977
2016-07-22,2239577.57903029
2016-07-23,2420425.49905701
2016-07-24,1836557.56818758
2016-07-25,1853416.10359977
2016-07-26,1905996.19349043
2016-07-27,2302355.81760261
2016-07-28,2474870.76116616
2016-07-29,2493796.96881123
2016-07-30,2118982.58471664
2016-07-31,1869657.88346751
2016-08-01,1917262.55033619
2016-08-02,1673987.5037294
2016-08-03,3564100.348295
2016-08-04,2437868.5575749
2016-08-05,3009130.68375729
2016-08-06,2331849.92983333
2016-08-07,1565395.40920401
2016-08-08,1762597.77597265
2016-08-09,1958848.0321512
2016-08-10,2244707.35272311
2016-08-11,2184502.40863048
2016-08-12,2251514.6596649
2016-08-13,1903850.18701141
2016-08-14,2093291.22407078
2016-08-15,1671775.35936343
2016-08-16,2111018.11421423
2016-08-17,2738008.07776719
2016-08-18,1963104.06336501
2016-08-19,2317139.18547332
2016-08-20,2365135.49116982
2016-08-21,2154788.27714644
2016-08-22,1307743.78798286
2016-08-23,1940420.9431115
2016-08-24,2103138.29609528
2016-08-25,2111148.5308704
2016-08-26,2163341.22654801
2016-08-27,2059804.07795009
2016-08-28,1444748.71070538
2016-08-29,1308456.46693072
2016-08-30,1751395.27464544
2016-08-31,1783236.45249951
2016-09-01,1787107.84896524
2016-09-02,1744406.1565941
2016-09-03,1614569.08933807
2016-09-04,1316856.86907916
2016-09-05,1113884.26910566
2016-09-06,1809190.70195965
2016-09-07,1509522.60906927
2016-09-08,1619159.4811536
2016-09-09,1631385.96829703
2016-09-10,1723127.32525747
2016-09-11,1501769.62137687
2016-09-12,1501026.73864258
2016-09-13,1686296.30667789
2016-09-14,1975042.36915501
2016-09-15,1863196.92436256
2016-09-16,1596299.07490979
2016-09-17,1865997.05601219
2016-09-18,1489380.32857793
2016-09-19,1613427.43421468
2016-09-20,2099390.3223422
2016-09-21,2264823.91609623
2016-09-22,1857151.72910779
2016-09-23,2385176.99006376
2016-09-24,2222136.17124672
2016-09-25,1957447.51154596
2016-09-26,1846547.71517873
2016-09-27,2296747.16308492
2016-09-28,1762244.00276953
2016-09-29,2542288.2951639
2016-09-30,1795382.73078246
2016-10-01,2486851.17058969
2016-10-02,1550518.19587808
2016-10-03,1396032.78045277
2016-10-04,1990463.94100838
2016-10-05,1984027.40466628
2016-10-06,2211505.38118989
2016-10-07,2271838.29402002
2016-10-08,2395249.97220364
2016-10-09,2345422.6017117
2016-10-10,2810576.74059653
2016-10-11,2493255.16025777
2016-10-12,2871800.67720319
2016-10-13,2706478.62009414
2016-10-14,2056541.36884663
2016-10-15,2063459.09939804
2016-10-16,3446668.07550333
2016-10-17,2425003.32345792
2016-10-18,1845466.48917445
2016-10-19,2532015.7912092
2016-10-20,1911866.12552895
2016-10-21,2582390.67352246
2016-10-22,3030206.42965632
2016-10-23,1338013.51433287
2016-10-24,2004700.72323478
2016-10-25,3680663.06246757
2016-10-26,3093367.7978305
2016-10-27,2238014.74487099
2016-10-28,3409411.47793604
2016-10-29,1512419.94650322
2016-10-30,1560719.42087405
2016-10-31,1279489.67786312
2016-11-01,1855154.50553201
2016-11-02,1871158.10091808
2016-11-03,4886154.98832514
2016-11-04,6892862.98545122
2016-11-05,5823203.54264726
2016-11-06,5741970.24250838
2016-11-07,5348167.2046375
2016-11-08,4472788.24407493
2016-11-09,3469234.87995777
2016-11-10,2667806.67126564
2016-11-11,1708386.14215695
2016-11-12,1418410.80990251
2016-11-13,960457.92504903
2016-11-14,1087521.20198294
2016-11-15,1565131.27061298
2016-11-16,1789279.01779281
2016-11-17,1950670.62887895
2016-11-18,1589376.50685104
2016-11-19,1575763.18589505
2016-11-20,1102126.72759694
2016-11-21,1241657.51619597
2016-11-22,1526766.77538519
2016-11-23,1694312.69335002
2016-11-24,1754526.52763106
2016-11-25,1810151.16959653
2016-11-26,1465856.08582505
2016-11-27,1182541.69579507
2016-11-28,1000921.69406648
2016-11-29,1503913.63861791
2016-11-30,1383773.01993368
2016-12-01,1363330.70742468
2016-12-02,1531818.9998093
2016-12-03,1778784.12512322
2016-12-04,1229202.51366847
2016-12-05,920150.00692418
2016-12-06,1743975.69256319
2016-12-07,1627871.6772588
2016-12-08,1547335.65875229
2016-12-09,1439908.58198517
2016-12-10,1514355.64209184
2016-12-11,1131627.97303042
2016-12-12,1051346.62955494
2016-12-13,1712601.1758064
2016-12-14,1578414.92626859
2016-12-15,1673710.50977079
2016-12-16,2026633.46778656
2016-12-17,1886509.56532498
2016-12-18,1309060.36756019
2016-12-19,1427748.89968597
2016-12-20,1850280.29662103
2016-12-21,1954738.32738611
2016-12-22,2809028.9943362
2016-12-23,2474547.42740382
2016-12-24,2650914.42339754
2016-12-25,1476735.60019349
2016-12-26,1087874.57195575
2016-12-27,1567376.23548005
2016-12-28,2194937.75963487
2016-12-29,2063468.3815544
2016-12-30,1818591.53178571
2016-12-31,2163620.09890206
2017-01-01,1375050.85533265
2017-01-02,1064313.71616862
2017-01-03,1570534.3024624
2017-01-04,2019117.81052873
2017-01-05,2451427.21835295
2017-01-06,3037661.26683724
2017-01-07,3047609.82880473
2017-01-08,2144773.67732464
2017-01-09,1669930.85140964
2017-01-10,2130768.69011602
2017-01-11,2313408.75296861
2017-01-12,4013238.25964923
2017-01-13,3473371.80188369
2017-01-14,2364973.09768014
2017-01-15,1522336.74516116
2017-01-16,1714620.53705079
2017-01-17,2120483.1243721
2017-01-18,2310681.41462475
2017-01-19,2009619.17039059
2017-01-20,2499422.62856754
2017-01-21,2644237.9693565
2017-01-22,1450801.05736639
2017-01-23,1137194.72435392
2017-01-24,1536646.72614129
2017-01-25,1973605.61111332
2017-01-26,1924279.62829611
2017-01-27,2150246.58883579
2017-01-28,1731703.68454118
2017-01-29,1247463.95495086
2017-01-30,1379765.99477672
2017-01-31,1478551.99406003
2017-02-01,1758340.64818453
2017-02-02,2077800.84835301
2017-02-03,1890134.18731685
2017-02-04,2393942.95392547
2017-02-05,2103686.01262187
2017-02-06,1839252.9067194
2017-02-07,1668278.53908739
2017-02-08,2039120.58917966
2017-02-09,1932454.63406868
2017-02-10,3286272.60290724
2017-02-11,2666785.55065068
2017-02-12,1424240.5140386
2017-02-13,919284.97373116
2017-02-14,1595803.42665856
2017-02-15,1933040.36249094
2017-02-16,1747689.11503972
2017-02-17,3065981.19667541
2017-02-18,2436188.7197186
2017-02-19,1273931.2183664
2017-02-20,1373819.83756207
2017-02-21,1577463.43862812
2017-02-22,1766515.44780083
2017-02-23,2713999.05947235
2017-02-24,3181999.85572881
2017-02-25,1876093.72027942
2017-02-26,1205016.08569123
2017-02-27,1193510.8285166
2017-02-28,1863781.94773907
2017-03-01,1936944.91272594
2017-03-02,2508600.68367393
2017-03-03,2791626.96075454
2017-03-04,4510278.22786513
2017-03-05,1946725.69876173
2017-03-06,1257926.86893075
2017-03-07,1883663.63445874
2017-03-08,2095208.07540787
2017-03-09,2726361.40056095
2017-03-10,5675996.12997664
2017-03-11,2565627.417523
2017-03-12,1671745.82432292
2017-03-13,1166315.71967622
2017-03-14,2134970.61927054
2017-03-15,2655827.48231875
2017-03-16,2321046.09664401
2017-03-17,3327840.90962785
2017-03-18,3132432.1475097
2017-03-19,2539977.94374938
2017-03-20,6521047.69011976
2017-03-21,3142951.04116618
2017-03-22,6519644.75782557
2017-03-23,4893551.24837139
2017-03-24,2401140.51468067
2017-03-25,4147520.93752129
2017-03-26,3092968.31945372
2017-03-27,1700804.17594869
2017-03-28,2436096.42237001
2017-03-29,2262266.2203811
2017-03-30,1799450.03142792
2017-03-31,2201518.85868696
2017-04-01,3534012.47510833
2017-04-02,3188854.86497219
2017-04-03,3717815.65185767
2017-04-04,4301037.64483811
2017-04-05,2402428.32265743
2017-04-06,2233127.92520045
2017-04-07,2069585.59169827
2017-04-08,6326302.29581606
2017-04-09,9541818.16006373
2017-04-10,1336575.13285442
2017-04-11,2093438.48383596
2017-04-12,2015966.31821949
2017-04-13,2061987.94642027
2017-04-14,2145523.40792578
2017-04-15,2176179.13490864
2017-04-16,1597801.36781526
2017-04-17,1917282.57386251
2017-04-18,2479951.22839184
2017-04-19,2442596.72353633
2017-04-20,2248388.342717
2017-04-21,2217701.9352619
2017-04-22,2234920.27891268
2017-04-23,1752273.73053816
2017-04-24,1561861.75147732
2017-04-25,1992762.11331216
2017-04-26,3236115.80112898
2017-04-27,2408739.60887901
2017-04-28,2661549.73931758
2017-04-29,2448778.67485721
2017-04-30,2058956.54359265
2017-05-01,1780380.97722336
2017-05-02,2546216.86270146
2017-05-03,2503134.04682557
2017-05-04,2614969.31618644
2017-05-05,2904913.89204468
2017-05-06,2861818.78225173
2017-05-07,2735549.70159665
2017-05-08,2205416.07348136
2017-05-09,3933241.6916885
2017-05-10,3159686.16623009
2017-05-11,3806233.82484798
2017-05-12,3043316.05064669
2017-05-13,3052679.5219899
2017-05-14,3025474.60201051
2017-05-15,2551890.87056838
2017-05-16,3103837.4084134
2017-05-17,2836870.21795629
2017-05-18,4026467.26153372
2017-05-19,3248734.54698641
2017-05-20,2847965.79091456
2017-05-21,2831265.44450289
2017-05-22,2281740.30377609
2017-05-23,3376277.89102065
2017-05-24,4099693.26617418
2017-05-25,3538842.67219675
2017-05-26,3534038.37141632
2017-05-27,2823516.84643635
2017-05-28,2624969.9857075
2017-05-29,2801922.88004371
2017-05-30,2520463.61814114
2017-05-31,3906266.18192965
2017-06-01,3283535.66414485
2017-06-02,3365177.85881697
2017-06-03,2838974.2556379
2017-06-04,3251397.24009583
2017-06-05,3556043.16104183
2017-06-06,3264542.23263574
2017-06-07,2453642.79860623
2017-06-08,2641885.88907995
2017-06-09,2426864.59874754
2017-06-10,2615695.17518814
2017-06-11,2413730.97835851
2017-06-12,2317531.73341178
2017-06-13,2953187.60568474
2017-06-14,3274922.5441305
2017-06-15,3259340.96297125
2017-06-16,3052304.53392717
2017-06-17,3494380.97175342
2017-06-18,2273039.08487439
2017-06-19,2323686.39776611
2017-06-20,3047935.19274986
2017-06-21,2961513.86620602
2017-06-22,3729755.95583951
2017-06-23,3200752.91678281
2017-06-24,2491961.6923848
2017-06-25,2097141.30354674
